time,station,debit
2010-08-22,LE RHONE A BREGNIER-CORDON,50.149387
2010-08-23,LE RHONE A BREGNIER-CORDON,57.112846
2010-08-24,LE RHONE A BREGNIER-CORDON,65.91725
2010-08-25,LE RHONE A BREGNIER-CORDON,73.201584
2010-08-26,LE RHONE A BREGNIER-CORDON,78.2397
2010-08-27,LE RHONE A BREGNIER-CORDON,85.64905
2010-08-28,LE RHONE A BREGNIER-CORDON,88.99338
2010-08-29,LE RHONE A BREGNIER-CORDON,89.12525
2010-08-30,LE RHONE A BREGNIER-CORDON,92.401764
2010-08-31,LE RHONE A BREGNIER-CORDON,98.07491
2010-09-01,LE RHONE A BREGNIER-CORDON,103.853325
2010-09-02,LE RHONE A BREGNIER-CORDON,107.30221
2010-09-03,LE RHONE A BREGNIER-CORDON,106.56813
2010-09-04,LE RHONE A BREGNIER-CORDON,100.77849
2010-09-05,LE RHONE A BREGNIER-CORDON,90.4123
2010-09-06,LE RHONE A BREGNIER-CORDON,76.99661
2010-09-07,LE RHONE A BREGNIER-CORDON,62.3998
2010-09-08,LE RHONE A BREGNIER-CORDON,48.254696
2010-09-09,LE RHONE A BREGNIER-CORDON,35.69766
2010-09-10,LE RHONE A BREGNIER-CORDON,25.338818
2010-09-11,LE RHONE A BREGNIER-CORDON,17.34874
2010-09-12,LE RHONE A BREGNIER-CORDON,13.019989
2010-09-13,LE RHONE A BREGNIER-CORDON,23.623486
2010-09-14,LE RHONE A BREGNIER-CORDON,44.791695
2010-09-15,LE RHONE A BREGNIER-CORDON,76.51974
2010-09-16,LE RHONE A BREGNIER-CORDON,110.50331
2010-09-17,LE RHONE A BREGNIER-CORDON,139.70389
2010-09-18,LE RHONE A BREGNIER-CORDON,158.04025
2010-09-19,LE RHONE A BREGNIER-CORDON,161.97586
2010-09-20,LE RHONE A BREGNIER-CORDON,152.5876
2010-09-21,LE RHONE A BREGNIER-CORDON,134.66248
2010-09-22,LE RHONE A BREGNIER-CORDON,114.69684
2010-09-23,LE RHONE A BREGNIER-CORDON,97.92402
2010-09-24,LE RHONE A BREGNIER-CORDON,88.89714
2010-09-25,LE RHONE A BREGNIER-CORDON,85.84762
2010-09-26,LE RHONE A BREGNIER-CORDON,84.88668
2010-09-27,LE RHONE A BREGNIER-CORDON,82.82663
2010-09-28,LE RHONE A BREGNIER-CORDON,79.61971
2010-09-29,LE RHONE A BREGNIER-CORDON,74.43987
2010-09-30,LE RHONE A BREGNIER-CORDON,67.67054
2010-10-01,LE RHONE A BREGNIER-CORDON,60.251484
2010-10-02,LE RHONE A BREGNIER-CORDON,52.68977
2010-10-03,LE RHONE A BREGNIER-CORDON,45.82427
2010-10-04,LE RHONE A BREGNIER-CORDON,40.437115
2010-10-05,LE RHONE A BREGNIER-CORDON,42.86951
2010-10-06,LE RHONE A BREGNIER-CORDON,79.47905
2010-10-07,LE RHONE A BREGNIER-CORDON,95.236275
2010-10-08,LE RHONE A BREGNIER-CORDON,104.72176
2010-10-09,LE RHONE A BREGNIER-CORDON,115.5121
2010-10-10,LE RHONE A BREGNIER-CORDON,117.145164
2010-10-11,LE RHONE A BREGNIER-CORDON,111.98793
2010-10-12,LE RHONE A BREGNIER-CORDON,102.26397
2010-10-13,LE RHONE A BREGNIER-CORDON,89.93207
2010-10-14,LE RHONE A BREGNIER-CORDON,76.49395
2010-10-15,LE RHONE A BREGNIER-CORDON,63.125443
2010-10-16,LE RHONE A BREGNIER-CORDON,50.69477
2010-10-17,LE RHONE A BREGNIER-CORDON,39.721386
2010-10-18,LE RHONE A BREGNIER-CORDON,30.41122
2010-10-19,LE RHONE A BREGNIER-CORDON,22.757923
2010-10-20,LE RHONE A BREGNIER-CORDON,16.638266
2010-10-21,LE RHONE A BREGNIER-CORDON,11.871726
2010-10-22,LE RHONE A BREGNIER-CORDON,8.254772
2010-10-23,LE RHONE A BREGNIER-CORDON,5.8614306
2010-10-24,LE RHONE A BREGNIER-CORDON,4.7155547
2010-10-25,LE RHONE A BREGNIER-CORDON,3.9889295
2010-10-26,LE RHONE A BREGNIER-CORDON,3.7406344
2010-10-27,LE RHONE A BREGNIER-CORDON,7.49145
2010-10-28,LE RHONE A BREGNIER-CORDON,11.452532
2010-10-29,LE RHONE A BREGNIER-CORDON,15.151984
2010-10-30,LE RHONE A BREGNIER-CORDON,31.325386
2010-10-31,LE RHONE A BREGNIER-CORDON,157.40948
2010-11-01,LE RHONE A BREGNIER-CORDON,235.59294
2010-11-02,LE RHONE A BREGNIER-CORDON,289.83426
2010-11-03,LE RHONE A BREGNIER-CORDON,320.99603
2010-11-04,LE RHONE A BREGNIER-CORDON,332.5785
2010-11-05,LE RHONE A BREGNIER-CORDON,325.8255
2010-11-06,LE RHONE A BREGNIER-CORDON,302.26422
2010-11-07,LE RHONE A BREGNIER-CORDON,265.75772
2010-11-08,LE RHONE A BREGNIER-CORDON,221.88399
2010-11-09,LE RHONE A BREGNIER-CORDON,176.11316
2010-11-10,LE RHONE A BREGNIER-CORDON,132.8737
2010-11-11,LE RHONE A BREGNIER-CORDON,95.2612
2010-11-12,LE RHONE A BREGNIER-CORDON,64.90537
2010-11-13,LE RHONE A BREGNIER-CORDON,42.05739
2010-11-14,LE RHONE A BREGNIER-CORDON,25.947134
2010-11-15,LE RHONE A BREGNIER-CORDON,15.262124
2010-11-16,LE RHONE A BREGNIER-CORDON,8.571827
2010-11-17,LE RHONE A BREGNIER-CORDON,4.6041822
2010-11-18,LE RHONE A BREGNIER-CORDON,2.3689458
2010-11-19,LE RHONE A BREGNIER-CORDON,1.1694552
2010-11-20,LE RHONE A BREGNIER-CORDON,0.611699
2010-11-21,LE RHONE A BREGNIER-CORDON,0.53017837
2010-11-22,LE RHONE A BREGNIER-CORDON,1.130291
2010-11-23,LE RHONE A BREGNIER-CORDON,92.71526
2010-11-24,LE RHONE A BREGNIER-CORDON,185.05577
2010-11-25,LE RHONE A BREGNIER-CORDON,258.88947
2010-11-26,LE RHONE A BREGNIER-CORDON,307.52875
2010-11-27,LE RHONE A BREGNIER-CORDON,335.0199
2010-11-28,LE RHONE A BREGNIER-CORDON,343.15884
2010-11-29,LE RHONE A BREGNIER-CORDON,331.62134
2010-11-30,LE RHONE A BREGNIER-CORDON,302.28787
2010-12-01,LE RHONE A BREGNIER-CORDON,260.2934
2010-12-02,LE RHONE A BREGNIER-CORDON,212.30759
2010-12-03,LE RHONE A BREGNIER-CORDON,164.42865
2010-12-04,LE RHONE A BREGNIER-CORDON,226.0936
2010-12-05,LE RHONE A BREGNIER-CORDON,248.68298
2010-12-06,LE RHONE A BREGNIER-CORDON,240.87209
2010-12-07,LE RHONE A BREGNIER-CORDON,348.81696
2010-12-08,LE RHONE A BREGNIER-CORDON,474.55026
2010-12-09,LE RHONE A BREGNIER-CORDON,533.07
2010-12-10,LE RHONE A BREGNIER-CORDON,538.584
2010-12-11,LE RHONE A BREGNIER-CORDON,517.77155
2010-12-12,LE RHONE A BREGNIER-CORDON,490.8425
2010-12-13,LE RHONE A BREGNIER-CORDON,486.99442
2010-12-14,LE RHONE A BREGNIER-CORDON,488.35278
2010-12-15,LE RHONE A BREGNIER-CORDON,452.4102
2010-12-16,LE RHONE A BREGNIER-CORDON,393.3227
2010-12-17,LE RHONE A BREGNIER-CORDON,323.6921
2010-12-18,LE RHONE A BREGNIER-CORDON,252.69267
2010-12-19,LE RHONE A BREGNIER-CORDON,186.92827
2010-12-20,LE RHONE A BREGNIER-CORDON,130.86038
2010-12-21,LE RHONE A BREGNIER-CORDON,86.714066
2010-12-22,LE RHONE A BREGNIER-CORDON,54.484386
2010-12-23,LE RHONE A BREGNIER-CORDON,32.699154
2010-12-24,LE RHONE A BREGNIER-CORDON,19.147514
2010-12-25,LE RHONE A BREGNIER-CORDON,11.393253
2010-12-26,LE RHONE A BREGNIER-CORDON,7.2141066
2010-12-27,LE RHONE A BREGNIER-CORDON,4.9646354
2010-12-28,LE RHONE A BREGNIER-CORDON,16.597942
2010-12-29,LE RHONE A BREGNIER-CORDON,82.501236
2010-12-30,LE RHONE A BREGNIER-CORDON,94.639656
2010-12-31,LE RHONE A BREGNIER-CORDON,96.63339
2009-01-01,LE RHONE A PIERRELATTE,407.62656
2009-01-02,LE RHONE A PIERRELATTE,518.19977
2009-01-03,LE RHONE A PIERRELATTE,637.78217
2009-01-04,LE RHONE A PIERRELATTE,729.5067
2009-01-05,LE RHONE A PIERRELATTE,782.10516
2009-01-06,LE RHONE A PIERRELATTE,796.26904
2009-01-07,LE RHONE A PIERRELATTE,779.4512
2009-01-08,LE RHONE A PIERRELATTE,743.105
2009-01-09,LE RHONE A PIERRELATTE,698.3069
2009-01-10,LE RHONE A PIERRELATTE,652.5225
2009-01-11,LE RHONE A PIERRELATTE,609.3876
2009-01-12,LE RHONE A PIERRELATTE,569.8874
2009-01-13,LE RHONE A PIERRELATTE,533.3461
2009-01-14,LE RHONE A PIERRELATTE,529.24835
2009-01-15,LE RHONE A PIERRELATTE,498.14267
2009-01-16,LE RHONE A PIERRELATTE,463.84247
2009-01-17,LE RHONE A PIERRELATTE,450.92496
2009-01-18,LE RHONE A PIERRELATTE,424.50208
2009-01-19,LE RHONE A PIERRELATTE,390.5934
2009-01-20,LE RHONE A PIERRELATTE,349.46674
2009-01-21,LE RHONE A PIERRELATTE,302.6295
2009-01-22,LE RHONE A PIERRELATTE,253.38007
2009-01-23,LE RHONE A PIERRELATTE,205.4573
2009-01-24,LE RHONE A PIERRELATTE,166.54059
2009-01-25,LE RHONE A PIERRELATTE,142.28873
2009-01-26,LE RHONE A PIERRELATTE,119.00376
2009-01-27,LE RHONE A PIERRELATTE,104.95405
2009-01-28,LE RHONE A PIERRELATTE,93.56831
2009-01-29,LE RHONE A PIERRELATTE,83.892914
2009-01-30,LE RHONE A PIERRELATTE,91.93968
2009-01-31,LE RHONE A PIERRELATTE,106.83992
2009-02-01,LE RHONE A PIERRELATTE,135.8071
2009-02-02,LE RHONE A PIERRELATTE,189.03862
2009-02-03,LE RHONE A PIERRELATTE,252.5933
2009-02-04,LE RHONE A PIERRELATTE,325.45215
2009-02-05,LE RHONE A PIERRELATTE,406.02237
2009-02-06,LE RHONE A PIERRELATTE,507.45227
2009-02-07,LE RHONE A PIERRELATTE,573.15424
2009-02-08,LE RHONE A PIERRELATTE,609.335
2009-02-09,LE RHONE A PIERRELATTE,635.2735
2009-02-10,LE RHONE A PIERRELATTE,666.6643
2009-02-11,LE RHONE A PIERRELATTE,718.8231
2009-02-12,LE RHONE A PIERRELATTE,797.6396
2009-02-13,LE RHONE A PIERRELATTE,887.1658
2009-02-14,LE RHONE A PIERRELATTE,956.76245
2009-02-15,LE RHONE A PIERRELATTE,985.7652
2009-02-16,LE RHONE A PIERRELATTE,1069.0751
2009-02-17,LE RHONE A PIERRELATTE,1122.0621
2009-02-18,LE RHONE A PIERRELATTE,1180.324
2009-02-19,LE RHONE A PIERRELATTE,1241.0022
2009-02-20,LE RHONE A PIERRELATTE,1289.0535
2009-02-21,LE RHONE A PIERRELATTE,1311.4923
2009-02-22,LE RHONE A PIERRELATTE,1303.9744
2009-02-23,LE RHONE A PIERRELATTE,1278.7222
2009-02-24,LE RHONE A PIERRELATTE,1224.1566
2009-02-25,LE RHONE A PIERRELATTE,1165.5585
2009-02-26,LE RHONE A PIERRELATTE,1137.3021
2009-02-27,LE RHONE A PIERRELATTE,1167.654
2009-02-28,LE RHONE A PIERRELATTE,1302.7888
2009-03-01,LE RHONE A PIERRELATTE,1494.8438
2009-03-02,LE RHONE A PIERRELATTE,1712.6755
2009-03-03,LE RHONE A PIERRELATTE,1941.435
2009-03-04,LE RHONE A PIERRELATTE,2142.947
2009-03-05,LE RHONE A PIERRELATTE,2307.7268
2009-03-06,LE RHONE A PIERRELATTE,2395.0552
2009-03-07,LE RHONE A PIERRELATTE,2418.3943
2009-03-08,LE RHONE A PIERRELATTE,2427.8984
2009-03-09,LE RHONE A PIERRELATTE,2385.3442
2009-03-10,LE RHONE A PIERRELATTE,2306.8694
2009-03-11,LE RHONE A PIERRELATTE,2198.133
2009-03-12,LE RHONE A PIERRELATTE,2061.0073
2009-03-13,LE RHONE A PIERRELATTE,1905.131
2009-03-14,LE RHONE A PIERRELATTE,1737.6013
2009-03-15,LE RHONE A PIERRELATTE,1563.9402
2009-03-16,LE RHONE A PIERRELATTE,1392.217
2009-03-17,LE RHONE A PIERRELATTE,1227.6272
2009-03-18,LE RHONE A PIERRELATTE,1073.5687
2009-03-19,LE RHONE A PIERRELATTE,931.8146
2009-03-20,LE RHONE A PIERRELATTE,802.9927
2009-03-21,LE RHONE A PIERRELATTE,687.1287
2009-03-22,LE RHONE A PIERRELATTE,593.172
2009-03-23,LE RHONE A PIERRELATTE,529.3607
2009-03-24,LE RHONE A PIERRELATTE,497.87997
2009-03-25,LE RHONE A PIERRELATTE,491.14685
2009-03-26,LE RHONE A PIERRELATTE,496.11542
2009-03-27,LE RHONE A PIERRELATTE,500.5537
2009-03-28,LE RHONE A PIERRELATTE,496.81226
2009-03-29,LE RHONE A PIERRELATTE,482.22998
2009-03-30,LE RHONE A PIERRELATTE,457.6026
2009-03-31,LE RHONE A PIERRELATTE,425.28232
2009-04-01,LE RHONE A PIERRELATTE,387.85275
2009-04-02,LE RHONE A PIERRELATTE,347.58926
2009-04-03,LE RHONE A PIERRELATTE,306.43112
2009-04-04,LE RHONE A PIERRELATTE,272.6144
2009-04-05,LE RHONE A PIERRELATTE,235.28864
2009-04-06,LE RHONE A PIERRELATTE,200.39322
2009-04-07,LE RHONE A PIERRELATTE,170.9171
2009-04-08,LE RHONE A PIERRELATTE,148.62425
2009-04-09,LE RHONE A PIERRELATTE,134.4981
2009-04-10,LE RHONE A PIERRELATTE,128.30518
2009-04-11,LE RHONE A PIERRELATTE,128.36761
2009-04-12,LE RHONE A PIERRELATTE,132.28612
2009-04-13,LE RHONE A PIERRELATTE,191.48216
2009-04-14,LE RHONE A PIERRELATTE,226.96117
2009-04-15,LE RHONE A PIERRELATTE,259.54547
2009-04-16,LE RHONE A PIERRELATTE,292.29407
2009-04-17,LE RHONE A PIERRELATTE,321.54456
2009-04-18,LE RHONE A PIERRELATTE,342.9787
2009-04-19,LE RHONE A PIERRELATTE,354.8318
2009-04-20,LE RHONE A PIERRELATTE,358.1106
2009-04-21,LE RHONE A PIERRELATTE,356.71475
2009-04-22,LE RHONE A PIERRELATTE,361.69827
2009-04-23,LE RHONE A PIERRELATTE,403.4705
2009-04-24,LE RHONE A PIERRELATTE,459.74658
2009-04-25,LE RHONE A PIERRELATTE,534.9725
2009-04-26,LE RHONE A PIERRELATTE,639.7235
2009-04-27,LE RHONE A PIERRELATTE,720.6599
2009-04-28,LE RHONE A PIERRELATTE,775.0372
2009-04-29,LE RHONE A PIERRELATTE,800.6348
2009-04-30,LE RHONE A PIERRELATTE,799.1114
2009-05-01,LE RHONE A PIERRELATTE,774.45966
2009-05-02,LE RHONE A PIERRELATTE,731.2484
2009-05-03,LE RHONE A PIERRELATTE,673.9499
2009-05-04,LE RHONE A PIERRELATTE,606.91064
2009-05-05,LE RHONE A PIERRELATTE,534.2814
2009-05-06,LE RHONE A PIERRELATTE,460.04794
2009-05-07,LE RHONE A PIERRELATTE,392.05753
2009-05-08,LE RHONE A PIERRELATTE,337.80338
2009-05-09,LE RHONE A PIERRELATTE,305.61966
2009-05-10,LE RHONE A PIERRELATTE,303.69373
2009-05-11,LE RHONE A PIERRELATTE,329.70938
2009-05-12,LE RHONE A PIERRELATTE,378.01376
2009-05-13,LE RHONE A PIERRELATTE,448.64038
2009-05-14,LE RHONE A PIERRELATTE,536.04596
2009-05-15,LE RHONE A PIERRELATTE,633.2413
2009-05-16,LE RHONE A PIERRELATTE,726.537
2009-05-17,LE RHONE A PIERRELATTE,799.9637
2009-05-18,LE RHONE A PIERRELATTE,842.72034
2009-05-19,LE RHONE A PIERRELATTE,852.39685
2009-05-20,LE RHONE A PIERRELATTE,833.1351
2009-05-21,LE RHONE A PIERRELATTE,792.0383
2009-05-22,LE RHONE A PIERRELATTE,736.45184
2009-05-23,LE RHONE A PIERRELATTE,672.792
2009-05-24,LE RHONE A PIERRELATTE,606.4149
2009-05-25,LE RHONE A PIERRELATTE,541.78326
2009-05-26,LE RHONE A PIERRELATTE,482.49527
2009-05-27,LE RHONE A PIERRELATTE,431.06787
2009-05-28,LE RHONE A PIERRELATTE,388.62375
2009-05-29,LE RHONE A PIERRELATTE,354.7517
2009-05-30,LE RHONE A PIERRELATTE,327.73828
2009-05-31,LE RHONE A PIERRELATTE,316.19492
2009-06-01,LE RHONE A PIERRELATTE,300.938
2009-06-02,LE RHONE A PIERRELATTE,288.91446
2009-06-03,LE RHONE A PIERRELATTE,280.20816
2009-06-04,LE RHONE A PIERRELATTE,284.83063
2009-06-05,LE RHONE A PIERRELATTE,293.44116
2009-06-06,LE RHONE A PIERRELATTE,309.273
2009-06-07,LE RHONE A PIERRELATTE,330.90585
2009-06-08,LE RHONE A PIERRELATTE,352.9147
2009-06-09,LE RHONE A PIERRELATTE,369.63312
2009-06-10,LE RHONE A PIERRELATTE,377.77252
2009-06-11,LE RHONE A PIERRELATTE,376.35913
2009-06-12,LE RHONE A PIERRELATTE,366.52948
2009-06-13,LE RHONE A PIERRELATTE,350.14206
2009-06-14,LE RHONE A PIERRELATTE,329.09488
2009-06-15,LE RHONE A PIERRELATTE,305.13733
2009-06-16,LE RHONE A PIERRELATTE,279.82385
2009-06-17,LE RHONE A PIERRELATTE,256.66107
2009-06-18,LE RHONE A PIERRELATTE,238.56706
2009-06-19,LE RHONE A PIERRELATTE,226.89635
2009-06-20,LE RHONE A PIERRELATTE,221.86282
2009-06-21,LE RHONE A PIERRELATTE,224.6071
2009-06-22,LE RHONE A PIERRELATTE,236.02563
2009-06-23,LE RHONE A PIERRELATTE,255.65738
2009-06-24,LE RHONE A PIERRELATTE,281.3071
2009-06-25,LE RHONE A PIERRELATTE,310.65933
2009-06-26,LE RHONE A PIERRELATTE,344.34506
2009-06-27,LE RHONE A PIERRELATTE,382.7453
2009-06-28,LE RHONE A PIERRELATTE,426.3952
2009-06-29,LE RHONE A PIERRELATTE,474.38077
2009-06-30,LE RHONE A PIERRELATTE,524.92664
2009-07-01,LE RHONE A PIERRELATTE,576.7627
2009-07-02,LE RHONE A PIERRELATTE,637.94806
2009-07-03,LE RHONE A PIERRELATTE,706.10925
2009-07-04,LE RHONE A PIERRELATTE,791.8055
2009-07-05,LE RHONE A PIERRELATTE,894.05945
2009-07-06,LE RHONE A PIERRELATTE,1000.4636
2009-07-07,LE RHONE A PIERRELATTE,1092.3855
2009-07-08,LE RHONE A PIERRELATTE,1154.181
2009-07-09,LE RHONE A PIERRELATTE,1180.6641
2009-07-10,LE RHONE A PIERRELATTE,1173.7224
2009-07-11,LE RHONE A PIERRELATTE,1142.0577
2009-07-12,LE RHONE A PIERRELATTE,1095.6729
2009-07-13,LE RHONE A PIERRELATTE,1043.0266
2009-07-14,LE RHONE A PIERRELATTE,988.8845
2009-07-15,LE RHONE A PIERRELATTE,935.04877
2009-07-16,LE RHONE A PIERRELATTE,881.87683
2009-07-17,LE RHONE A PIERRELATTE,829.16345
2009-07-18,LE RHONE A PIERRELATTE,776.33307
2009-07-19,LE RHONE A PIERRELATTE,722.46204
2009-07-20,LE RHONE A PIERRELATTE,666.51544
2009-07-21,LE RHONE A PIERRELATTE,607.6828
2009-07-22,LE RHONE A PIERRELATTE,545.8533
2009-07-23,LE RHONE A PIERRELATTE,481.8175
2009-07-24,LE RHONE A PIERRELATTE,417.21057
2009-07-25,LE RHONE A PIERRELATTE,354.20255
2009-07-26,LE RHONE A PIERRELATTE,295.06802
2009-07-27,LE RHONE A PIERRELATTE,241.76787
2009-07-28,LE RHONE A PIERRELATTE,196.30373
2009-07-29,LE RHONE A PIERRELATTE,160.40102
2009-07-30,LE RHONE A PIERRELATTE,135.3097
2009-07-31,LE RHONE A PIERRELATTE,120.98395
2009-08-01,LE RHONE A PIERRELATTE,116.89927
2009-08-02,LE RHONE A PIERRELATTE,122.020515
2009-08-03,LE RHONE A PIERRELATTE,135.89574
2009-08-04,LE RHONE A PIERRELATTE,162.91766
2009-08-05,LE RHONE A PIERRELATTE,197.88402
2009-08-06,LE RHONE A PIERRELATTE,241.07576
2009-08-07,LE RHONE A PIERRELATTE,288.26486
2009-08-08,LE RHONE A PIERRELATTE,332.4321
2009-08-09,LE RHONE A PIERRELATTE,367.46414
2009-08-10,LE RHONE A PIERRELATTE,390.6432
2009-08-11,LE RHONE A PIERRELATTE,402.80682
2009-08-12,LE RHONE A PIERRELATTE,405.2008
2009-08-13,LE RHONE A PIERRELATTE,400.9629
2009-08-14,LE RHONE A PIERRELATTE,392.46375
2009-08-15,LE RHONE A PIERRELATTE,380.99213
2009-08-16,LE RHONE A PIERRELATTE,366.99496
2009-08-17,LE RHONE A PIERRELATTE,350.5442
2009-08-18,LE RHONE A PIERRELATTE,331.7303
2009-08-19,LE RHONE A PIERRELATTE,310.86035
2009-08-20,LE RHONE A PIERRELATTE,288.46854
2009-08-21,LE RHONE A PIERRELATTE,265.22977
2009-08-22,LE RHONE A PIERRELATTE,241.85823
2009-08-23,LE RHONE A PIERRELATTE,219.01543
2009-08-24,LE RHONE A PIERRELATTE,197.29494
2009-08-25,LE RHONE A PIERRELATTE,177.19221
2009-08-26,LE RHONE A PIERRELATTE,159.08365
2009-08-27,LE RHONE A PIERRELATTE,143.19168
2009-08-28,LE RHONE A PIERRELATTE,129.55049
2009-08-29,LE RHONE A PIERRELATTE,117.98576
2009-08-30,LE RHONE A PIERRELATTE,108.14159
2009-08-31,LE RHONE A PIERRELATTE,99.557465
2009-09-01,LE RHONE A PIERRELATTE,91.7724
2009-09-02,LE RHONE A PIERRELATTE,84.42082
2009-09-03,LE RHONE A PIERRELATTE,77.28825
2009-09-04,LE RHONE A PIERRELATTE,70.39957
2009-09-05,LE RHONE A PIERRELATTE,63.86363
2009-09-06,LE RHONE A PIERRELATTE,58.46577
2009-09-07,LE RHONE A PIERRELATTE,55.427216
2009-09-08,LE RHONE A PIERRELATTE,55.67781
2009-09-09,LE RHONE A PIERRELATTE,59.286823
2009-09-10,LE RHONE A PIERRELATTE,65.45103
2009-09-11,LE RHONE A PIERRELATTE,72.84276
2009-09-12,LE RHONE A PIERRELATTE,80.13164
2009-09-13,LE RHONE A PIERRELATTE,86.423325
2009-09-14,LE RHONE A PIERRELATTE,91.32009
2009-09-15,LE RHONE A PIERRELATTE,94.77807
2009-09-16,LE RHONE A PIERRELATTE,97.71753
2009-09-17,LE RHONE A PIERRELATTE,99.399315
2009-09-18,LE RHONE A PIERRELATTE,99.35068
2009-09-19,LE RHONE A PIERRELATTE,97.24047
2009-09-20,LE RHONE A PIERRELATTE,93.09571
2009-09-21,LE RHONE A PIERRELATTE,87.41901
2009-09-22,LE RHONE A PIERRELATTE,82.34439
2009-09-23,LE RHONE A PIERRELATTE,80.49415
2009-09-24,LE RHONE A PIERRELATTE,84.32014
2009-09-25,LE RHONE A PIERRELATTE,94.94318
2009-09-26,LE RHONE A PIERRELATTE,111.45488
2009-09-27,LE RHONE A PIERRELATTE,130.9708
2009-09-28,LE RHONE A PIERRELATTE,149.82487
2009-09-29,LE RHONE A PIERRELATTE,166.29822
2009-09-30,LE RHONE A PIERRELATTE,178.78293
2009-10-01,LE RHONE A PIERRELATTE,188.73338
2009-10-02,LE RHONE A PIERRELATTE,196.58055
2009-10-03,LE RHONE A PIERRELATTE,203.77483
2009-10-04,LE RHONE A PIERRELATTE,207.95006
2009-10-05,LE RHONE A PIERRELATTE,210.02957
2009-10-06,LE RHONE A PIERRELATTE,211.17453
2009-10-07,LE RHONE A PIERRELATTE,211.89587
2009-10-08,LE RHONE A PIERRELATTE,211.62111
2009-10-09,LE RHONE A PIERRELATTE,209.99744
2009-10-10,LE RHONE A PIERRELATTE,206.86488
2009-10-11,LE RHONE A PIERRELATTE,202.08789
2009-10-12,LE RHONE A PIERRELATTE,195.61606
2009-10-13,LE RHONE A PIERRELATTE,187.52705
2009-10-14,LE RHONE A PIERRELATTE,177.9957
2009-10-15,LE RHONE A PIERRELATTE,167.21165
2009-10-16,LE RHONE A PIERRELATTE,155.30385
2009-10-17,LE RHONE A PIERRELATTE,142.33534
2009-10-18,LE RHONE A PIERRELATTE,128.37762
2009-10-19,LE RHONE A PIERRELATTE,113.61096
2009-10-20,LE RHONE A PIERRELATTE,98.96385
2009-10-21,LE RHONE A PIERRELATTE,86.4844
2009-10-22,LE RHONE A PIERRELATTE,81.04618
2009-10-23,LE RHONE A PIERRELATTE,80.861885
2009-10-24,LE RHONE A PIERRELATTE,81.110344
2009-10-25,LE RHONE A PIERRELATTE,82.6838
2009-10-26,LE RHONE A PIERRELATTE,82.06855
2009-10-27,LE RHONE A PIERRELATTE,77.235916
2009-10-28,LE RHONE A PIERRELATTE,68.102135
2009-10-29,LE RHONE A PIERRELATTE,56.10102
2009-10-30,LE RHONE A PIERRELATTE,70.236946
2009-10-31,LE RHONE A PIERRELATTE,76.93661
2009-11-01,LE RHONE A PIERRELATTE,87.138916
2009-11-02,LE RHONE A PIERRELATTE,101.847694
2009-11-03,LE RHONE A PIERRELATTE,116.656784
2009-11-04,LE RHONE A PIERRELATTE,125.90258
2009-11-05,LE RHONE A PIERRELATTE,127.184265
2009-11-06,LE RHONE A PIERRELATTE,121.93474
2009-11-07,LE RHONE A PIERRELATTE,113.434204
2009-11-08,LE RHONE A PIERRELATTE,104.64178
2009-11-09,LE RHONE A PIERRELATTE,97.07453
2009-11-10,LE RHONE A PIERRELATTE,90.79615
2009-11-11,LE RHONE A PIERRELATTE,85.02027
2009-11-12,LE RHONE A PIERRELATTE,92.57958
2009-11-13,LE RHONE A PIERRELATTE,98.49573
2009-11-14,LE RHONE A PIERRELATTE,106.3009
2009-11-15,LE RHONE A PIERRELATTE,112.9797
2009-11-16,LE RHONE A PIERRELATTE,120.8166
2009-11-17,LE RHONE A PIERRELATTE,131.93686
2009-11-18,LE RHONE A PIERRELATTE,188.87605
2009-11-19,LE RHONE A PIERRELATTE,266.46567
2009-11-20,LE RHONE A PIERRELATTE,372.8445
2009-11-21,LE RHONE A PIERRELATTE,483.76093
2009-11-22,LE RHONE A PIERRELATTE,577.2366
2009-11-23,LE RHONE A PIERRELATTE,641.74146
2009-11-24,LE RHONE A PIERRELATTE,680.97516
2009-11-25,LE RHONE A PIERRELATTE,706.9241
2009-11-26,LE RHONE A PIERRELATTE,730.07117
2009-11-27,LE RHONE A PIERRELATTE,822.2826
2009-11-28,LE RHONE A PIERRELATTE,906.0059
2009-11-29,LE RHONE A PIERRELATTE,997.095
2009-11-30,LE RHONE A PIERRELATTE,1065.044
2009-12-01,LE RHONE A PIERRELATTE,1109.2456
2009-12-02,LE RHONE A PIERRELATTE,1124.762
2009-12-03,LE RHONE A PIERRELATTE,1112.9338
2009-12-04,LE RHONE A PIERRELATTE,1165.4777
2009-12-05,LE RHONE A PIERRELATTE,1282.8914
2009-12-06,LE RHONE A PIERRELATTE,1362.222
2009-12-07,LE RHONE A PIERRELATTE,1427.6648
2009-12-08,LE RHONE A PIERRELATTE,1476.7523
2009-12-09,LE RHONE A PIERRELATTE,1500.627
2009-12-10,LE RHONE A PIERRELATTE,1496.2257
2009-12-11,LE RHONE A PIERRELATTE,1470.5029
2009-12-12,LE RHONE A PIERRELATTE,1434.4214
2009-12-13,LE RHONE A PIERRELATTE,1395.62
2009-12-14,LE RHONE A PIERRELATTE,1355.806
2009-12-15,LE RHONE A PIERRELATTE,1366.6237
2009-12-16,LE RHONE A PIERRELATTE,1325.8225
2009-12-17,LE RHONE A PIERRELATTE,1275.1956
2009-12-18,LE RHONE A PIERRELATTE,1217.3572
